20.8822,66.5917
21.1968,66.5916
21.5161,66.6355
21.8402,66.6354
22.1693,66.6792
22.5032,66.6792
22.8422,66.6792
23.1171,66.723
23.4653,66.723
23.8188,66.7229
24.1776,66.7229
24.5418,66.7229
24.9115,66.7228
25.2868,66.7228
25.6677,66.7227
26.0543,66.7227
26.4468,66.7227
26.8452,66.7226
27.2496,66.7226
27.66,66.6787
28.0767,66.6787
28.4996,66.6786
28.9289,66.6786
29.3647,66.6785
29.807,66.6346
30.256,66.6346
30.7118,66.6346
31.1744,66.5907
31.644,66.5906
32.1207,66.5906
32.5071,66.5467
32.9968,66.5467
33.494,66.5028
33.998,66.5027
34.511,66.5027
35.03,66.4588
35.558,66.4149
36.094,66.4149
36.528,66.371
37.078,66.3709
37.637,66.327
38.203,66.2831
38.779,66.2831
39.363,66.2392
39.837,66.1953
40.437,66.1514
41.046,66.1075
41.664,66.1075
42.292,66.0636
42.929,66.0197
43.445,65.9758
44.1,65.9319
44.764,65.888
45.438,65.8441
45.985,65.8002
46.677,65.7563
47.381,65.7562
48.094,65.6685
48.673,65.6246
49.406,65.5807
50.15,65.5368
50.906,65.4929
51.518,65.449
52.294,65.4051
53.082,65.3173
53.881,65.2734
54.693,65.2295
55.351,65.1418
56.184,65.0979
57.031,65.054
57.89,64.9662
58.586,64.9223
59.469,64.8784
60.364,64.7907
61.273,64.7468
62.011,64.659
62.945,64.6151
63.893,64.5712
64.855,64.4835
65.635,64.3957
66.624,64.3518
67.627,64.3079
68.441,64.2202
69.472,64.1324
70.518,64.0885
71.58,64.0007
72.441,63.9569
73.533,63.8691
74.64,63.8252
75.538,63.7374
76.676,63.6497
77.831,63.6058
79.003,63.518
79.953,63.4303
81.158,63.3864
82.38,63.2986
83.371,63.2109
84.627,63.1231
85.645,63.0353
86.935,62.9476
88.244,62.8598
89.306,62.7721
90.651,62.6843
91.741,62.5966
93.123,62.5088
94.525,62.421
95.663,62.3333
97.103,62.2455
98.272,62.1578
99.752,62.07
100.952,61.9823
102.472,61.8945
104.016,61.8067
105.267,61.7628
106.852,61.6751
108.462,61.6312
109.767,61.5434
111.42,61.4995
113.098,61.4118
114.802,61.3679
116.183,61.2801
117.933,61.1924
119.351,61.1046
121.149,61.0168
122.606,60.9291
124.453,60.8413
125.95,60.7097
127.847,60.622
129.385,60.5342
131.334,60.4464
132.914,60.3148
134.915,60.2271
136.539,60.1832
138.595,60.0954
140.683,60.0515
142.802,60.0076
144.52,59.9637
146.697,59.9198
148.906,59.8759
151.149,59.8759
153.426,59.832
155.737,59.7881
158.083,59.788
159.985,59.8319
162.395,59.8318
164.842,59.8757
167.325,59.9195
169.846,59.9633
171.89,60.0071
174.48,60.051
177.108,60.0509
179.776,60.0509
182.484,60.0509
185.232,60.007
188.023,59.9631
190.285,59.9192
193.151,59.8753
196.06,59.8314
199.013,59.7875
201.408,59.7436
204.442,59.6997
207.521,59.6558
210.647,59.6119
213.82,59.6118
216.392,59.5679
219.652,59.524
222.96,59.4802
226.319,59.4363
229.041,59.3485
232.491,59.3046
235.993,59.2607
239.547,59.1729
243.156,59.129
246.081,59.0851
249.788,59.0412
253.55,58.9973
257.37,58.9973
261.246,58.9534
265.182,58.9534
268.372,58.9095
272.415,58.9094
276.518,58.9094
280.683,58.8655
284.912,58.8655
289.203,58.8216
293.559,58.7777
297.981,58.7776
301.566,58.7337
306.108,58.646
310.719,58.6021
315.399,58.5582
319.194,58.5143
324.002,58.4265
328.882,58.3826
333.835,58.2949
337.85,58.251
342.94,58.1632
348.11,58.1193
353.35,58.0754
357.6,57.9877
362.99,57.8999
368.45,57.856
372.89,57.7683
378.5,57.7244
384.2,57.6805
389.99,57.6366
395.87,57.6365
401.83,57.6365
407.88,57.6803
412.79,57.768
419.01,57.8557
424.05,57.9872
429.16,58.0749
434.32,58.2065
439.55,58.338
444.84,58.4696
450.2,58.6011
456.98,58.6888
462.48,58.8204
468.05,58.9081
475.1,58.9958
482.26,59.0835
488.06,59.1273
495.41,59.215
502.88,59.2588
510.45,59.3026
518.14,59.3026
524.38,59.3464
532.28,59.3902
540.3,59.4341
548.44,59.5217
555.04,59.5656
563.4,59.6533
571.89,59.6971
580.5,59.7848
587.49,59.8286
596.34,59.9163
605.32,59.9601
614.44,60.0478
621.84,60.0916
631.21,60.1355
640.72,60.1793
650.37,60.2231
660.16,60.2231
668.11,60.2669
678.17,60.2669
688.39,60.3107
698.76,60.3106
709.29,60.3545
719.97,60.3544
730.82,60.3982
741.83,60.3982
750.75,60.442
762.06,60.4859
773.54,60.5297
785.2,60.6174
794.65,60.7051
806.62,60.7928
816.33,60.8804
828.63,60.9681
838.6,61.0558
851.24,61.1435
864.06,61.1873
874.46,61.275
887.63,61.3189
901.01,61.3627
914.58,61.4065
928.36,61.4503
939.53,61.4942
953.69,61.5818
968.05,61.6257
